Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
-0.7950260608662937,hilux,toyota,1,1.415177821575535,0,-0.07436621889063076,1,khabazat,1,kénitra,0,1,0,0,1,5.541263545158426
-0.659027830107365,corolla,toyota,1,-1.151308392312901,0,-1.3597034690328993,1,el ismailia,1,kénitra,0,1,0,0,1,5.043425116919247
-1.2030207531430799,compass,jeep,1,-0.6380111495352139,0,-0.7466388374117795,1,autre secteur,1,rabat,0,0,0,0,1,5.41610040220442
-1.0670225223841512,sandero,dacia,1,-0.6380111495352139,0,-0.8277949353588866,1,route de tamansourt,1,marrakech,0,0,0,0,1,4.867534450455582
-0.9310242916252224,308,peugeot,1,-0.6380111495352139,0,0.4294347889001278,1,bournazil,1,casablanca,0,0,0,0,1,4.859812404361672
-0.659027830107365,fiesta,ford,1,-0.1247139067575266,1,-0.5991377658420926,0,Others,1,marrakech,0,1,0,0,0,4.477336814478207
0.1569615544462071,touareg,volkswagen,0,2.4417723071309094,0,1.335670624709524,1,Others,1,agadir,0,0,0,1,0,4.852014638797546
0.1569615544462071,polo,volkswagen,1,-0.6380111495352139,1,0.5785271142952799,0,el houda,1,agadir,0,1,0,0,1,4.418840607796598
0.9729509389997792,laguna,renault,1,-0.1247139067575266,0,1.3407463606863739,1,Others,0,el jadida,1,1,0,0,0,4.060443010546419
-1.3390189839020086,sandero,dacia,1,-0.6380111495352139,0,-1.0959442047619756,1,bourgogne,1,casablanca,0,0,0,0,1,4.955827057601261
-0.5230295993484363,passat cc,volkswagen,0,0.38858333602016065,0,1.4138231761781235,1,autre secteur,1,mohammedia,0,1,0,1,1,5.135798437050262
0.29295978520513577,Others,suzuki,1,0.9018805787978479,1,1.4001798658769218,0,toute la ville,1,ben guerir,0,1,1,0,0,4.007333185232471
-1.2030207531430799,ibiza,seat,1,-0.6380111495352139,0,-0.9031474279197308,1,abdelmoumen,1,casablanca,0,0,0,0,1,5.241747015059643
0.29295978520513577,accord,honda,1,0.9018805787978479,0,0.8565472919086742,1,toute la ville,1,berrechid,0,0,0,0,0,4.499809670330265
